index,Source Name,local index,variant,humanbinary,GPTbinary
71,py_1700_data.csv,71,1,0,0
72,py_1700_data.csv,72,1,0,1
73,py_1700_data.csv,73,1,0,0
74,py_1700_data.csv,74,1,0,0
75,py_1700_data.csv,75,1,0,0
76,py_1700_data.csv,76,1,0,0
77,py_1700_data.csv,77,1,0,0
78,py_1700_data.csv,78,1,0,0
79,py_1700_data.csv,79,1,0,0
80,py_1700_data.csv,80,1,0,0
81,py_1700_data.csv,81,1,0,0
82,py_1700_data.csv,82,1,0,0
84,py_1700_data.csv,84,1,0,0
85,py_1700_data.csv,85,1,0,1
86,py_1700_data.csv,86,1,0,0
87,py_1700_data.csv,87,1,0,0
88,py_1700_data.csv,88,1,0,0
89,py_1700_data.csv,89,1,0,0
90,py_1700_data.csv,90,1,0,0
91,py_1700_data.csv,91,1,0,0
92,py_1700_data.csv,92,1,0,0
93,py_1700_data.csv,93,1,0,0
94,py_1700_data.csv,94,1,0,0
95,py_1700_data.csv,95,1,0,0
96,py_1700_data.csv,96,1,0,0
97,py_1700_data.csv,97,1,0,0
98,py_1700_data.csv,98,1,1,0
100,py_1700_data.csv,100,1,0,0
101,py_1700_data.csv,101,1,1,0
102,py_1700_data.csv,102,1,0,0
103,py_1700_data.csv,103,1,0,0
105,py_1700_data.csv,105,1,0,0
106,py_1700_data.csv,106,1,0,0
107,py_1700_data.csv,107,1,0,1
108,py_1700_data.csv,108,1,0,1
109,py_1700_data.csv,109,1,0,1
110,py_1700_data.csv,110,1,0,0
111,py_1700_data.csv,111,1,0,0
112,py_1700_data.csv,112,1,0,0
113,py_1700_data.csv,113,1,0,0
114,py_1700_data.csv,114,1,0,0
115,py_1700_data.csv,115,1,0,0
116,py_1700_data.csv,116,1,0,0
119,py_1700_data.csv,119,1,0,0
120,py_1700_data.csv,120,1,1,0
121,py_1700_data.csv,121,1,0,0
122,py_1700_data.csv,122,1,0,0
123,py_1700_data.csv,123,1,0,0
125,py_1700_data.csv,125,1,0,0
126,py_1700_data.csv,126,1,0,0
128,py_1700_data.csv,128,1,0,0
129,py_1700_data.csv,129,1,0,0
130,py_1700_data.csv,130,1,0,1
131,py_1700_data.csv,131,1,0,1
132,py_1700_data.csv,132,1,0,0
133,py_1700_data.csv,133,1,0,1
134,py_1700_data.csv,134,1,0,0
135,py_1700_data.csv,135,1,0,0
136,py_1700_data.csv,136,1,0,1
137,py_1700_data.csv,137,1,0,0
138,py_1700_data.csv,138,1,0,0
139,py_1700_data.csv,139,1,0,0
140,py_1700_data.csv,140,1,0,1
141,py_1700_data.csv,141,1,0,0
142,py_1700_data.csv,142,1,0,0
143,py_1700_data.csv,143,1,0,0
144,py_1700_data.csv,144,1,0,0
145,py_1700_data.csv,145,1,0,0
146,py_1700_data.csv,146,1,0,0
147,py_1700_data.csv,147,1,0,0
148,py_1700_data.csv,148,1,0,0
149,py_1700_data.csv,149,1,0,0
150,py_1700_data.csv,150,1,0,0
151,py_1700_data.csv,151,1,0,0
153,py_1700_data.csv,153,1,0,1
154,py_1700_data.csv,154,1,0,0
155,py_1700_data.csv,155,1,0,0
156,py_1700_data.csv,156,1,0,0
157,py_1700_data.csv,157,1,0,0
158,py_1700_data.csv,158,1,0,0
159,py_1700_data.csv,159,1,0,0
160,py_1700_data.csv,160,1,1,0
161,py_1700_data.csv,161,1,0,0
163,py_1700_data.csv,163,1,0,1
164,py_1700_data.csv,164,1,0,0
165,py_1700_data.csv,165,1,0,0
166,py_1700_data.csv,166,1,0,0
168,py_1700_data.csv,168,1,0,0
169,py_1700_data.csv,169,1,0,0
170,py_1700_data.csv,170,1,0,0
171,py_1700_data.csv,171,1,1,0
172,py_1700_data.csv,172,1,0,1
173,py_1700_data.csv,173,1,0,1
174,py_1700_data.csv,174,1,0,0
175,py_1700_data.csv,175,1,0,0
176,py_1700_data.csv,176,1,0,0
177,py_1700_data.csv,177,1,0,0
178,py_1700_data.csv,178,1,0,0
179,py_1700_data.csv,179,1,0,0
180,py_1700_data.csv,180,1,0,0
181,py_1700_data.csv,181,1,0,0
182,py_1700_data.csv,182,1,1,0
184,py_1700_data.csv,184,1,0,0
185,py_1700_data.csv,185,1,0,0
186,py_1700_data.csv,186,1,0,0
187,py_1700_data.csv,187,1,0,0
188,py_1700_data.csv,188,1,0,1
189,py_1700_data.csv,189,1,0,0
190,py_1700_data.csv,190,1,1,1
191,py_1700_data.csv,191,1,0,0
192,py_1700_data.csv,192,1,0,0
193,py_1700_data.csv,193,1,0,0
194,py_1700_data.csv,194,1,0,0
195,py_1700_data.csv,195,1,0,0
196,py_1700_data.csv,196,1,0,0
197,py_1700_data.csv,197,1,0,1
198,py_1700_data.csv,198,1,0,0
199,py_1700_data.csv,199,1,0,1
200,py_1700_data.csv,200,1,0,0
201,py_1700_data.csv,201,1,1,0
202,py_1700_data.csv,202,1,0,0
203,py_1700_data.csv,203,1,0,0
205,py_1700_data.csv,205,1,0,0
206,py_1700_data.csv,206,1,0,0
207,py_1700_data.csv,207,1,0,0
208,py_1700_data.csv,208,1,0,1
209,py_1700_data.csv,209,1,0,0
210,py_1700_data.csv,210,1,0,0
211,py_1700_data.csv,211,1,0,0
212,py_1700_data.csv,212,1,0,1
213,py_1700_data.csv,213,1,0,0
214,py_1700_data.csv,214,1,1,0
215,py_1700_data.csv,215,1,0,0
216,py_1700_data.csv,216,1,0,1
217,py_1700_data.csv,217,1,0,0
218,py_1700_data.csv,218,1,0,0
219,py_1700_data.csv,219,1,0,0
220,py_1700_data.csv,220,1,0,0
221,py_1700_data.csv,221,1,0,0
222,py_1700_data.csv,222,1,0,0
223,py_1700_data.csv,223,1,0,0
224,py_1700_data.csv,224,1,0,0
225,py_1700_data.csv,225,1,0,0
226,py_1700_data.csv,226,1,0,0
227,py_1700_data.csv,227,1,0,0
228,py_1700_data.csv,228,1,0,0
229,py_1700_data.csv,229,1,0,0
230,py_1700_data.csv,230,1,0,0
231,py_1700_data.csv,231,1,0,0
232,py_1700_data.csv,232,1,0,0
233,py_1700_data.csv,233,1,0,0
234,py_1700_data.csv,234,1,0,0
235,py_1700_data.csv,235,1,0,1
237,py_1700_data.csv,237,1,0,0
238,py_1700_data.csv,238,1,0,0
239,py_1700_data.csv,239,1,0,0
240,py_1700_data.csv,240,1,0,0
241,py_1700_data.csv,241,1,0,0
242,py_1700_data.csv,242,1,0,0
243,py_1700_data.csv,243,1,0,0
244,py_1700_data.csv,244,1,0,0
245,py_1700_data.csv,245,1,0,0
246,py_1700_data.csv,246,1,0,0
247,py_1700_data.csv,247,1,0,0
248,py_1700_data.csv,248,1,1,1
249,py_1700_data.csv,249,1,0,0
250,py_1700_data.csv,250,1,0,1
251,py_1700_data.csv,251,1,0,0
253,py_1700_data.csv,253,1,0,0
254,py_1700_data.csv,254,1,0,0
256,py_1700_data.csv,256,1,1,0
257,py_1700_data.csv,257,1,0,0
258,py_1700_data.csv,258,1,0,0
259,py_1700_data.csv,259,1,0,0
260,py_1700_data.csv,260,1,0,0
261,py_1700_data.csv,261,1,0,0
263,py_1700_data.csv,263,1,0,0
264,py_1700_data.csv,264,1,0,1
265,py_1700_data.csv,265,1,0,0
266,py_1700_data.csv,266,1,0,0
267,py_1700_data.csv,267,1,0,0
268,py_1700_data.csv,268,1,0,0
269,py_1700_data.csv,269,1,0,0
270,py_1700_data.csv,270,1,0,0
271,py_1700_data.csv,271,1,0,0
272,py_1700_data.csv,272,1,0,0
273,py_1700_data.csv,273,1,0,0
274,py_1700_data.csv,274,1,0,1
275,py_1700_data.csv,275,1,0,0
276,py_1700_data.csv,276,1,0,1
277,py_1700_data.csv,277,1,0,0
278,py_1700_data.csv,278,1,0,0
279,py_1700_data.csv,279,1,0,1
280,py_1700_data.csv,280,1,0,0
281,py_1700_data.csv,281,1,0,0
282,py_1700_data.csv,282,1,0,0
283,py_1700_data.csv,283,1,0,0
284,py_1700_data.csv,284,1,0,0
285,py_1700_data.csv,285,1,0,0
286,py_1700_data.csv,286,1,0,0
287,py_1700_data.csv,287,1,0,0
288,py_1700_data.csv,288,1,0,0
289,py_1700_data.csv,289,1,0,0
290,py_1700_data.csv,290,1,0,0
291,py_1700_data.csv,291,1,0,0
292,py_1700_data.csv,292,1,0,0
293,py_1700_data.csv,293,1,0,0
294,py_1700_data.csv,294,1,0,0
295,py_1700_data.csv,295,1,0,0
296,py_1700_data.csv,296,1,0,0
297,py_1700_data.csv,297,1,0,0
298,py_1700_data.csv,298,1,1,0
299,py_1700_data.csv,299,1,0,0
302,py_1700_data.csv,302,1,0,1
304,py_1700_data.csv,304,1,0,0
305,py_1700_data.csv,305,1,0,0
306,py_1700_data.csv,306,1,0,1
307,py_1700_data.csv,307,1,0,0
309,py_1700_data.csv,309,1,0,0
310,py_1700_data.csv,310,1,0,1
311,py_1700_data.csv,311,1,0,0
312,py_1700_data.csv,312,1,0,0
313,py_1700_data.csv,313,1,0,0
314,py_1700_data.csv,314,1,0,0
315,py_1700_data.csv,315,1,0,0
316,py_1700_data.csv,316,1,1,1
318,py_1700_data.csv,318,1,0,0
319,py_1700_data.csv,319,1,0,0
320,py_1700_data.csv,320,1,0,0
321,py_1700_data.csv,321,1,0,0
322,py_1700_data.csv,322,1,0,0
323,py_1700_data.csv,323,1,0,0
324,py_1700_data.csv,324,1,0,0
325,py_1700_data.csv,325,1,0,0
326,py_1700_data.csv,326,1,0,0
327,py_1700_data.csv,327,1,0,0
328,py_1700_data.csv,328,1,0,0
329,py_1700_data.csv,329,1,0,1
330,py_1700_data.csv,330,1,0,0
332,py_1700_data.csv,332,1,0,0
333,py_1700_data.csv,333,1,0,0
334,py_1700_data.csv,334,1,0,0
335,py_1700_data.csv,335,1,0,0
336,py_1700_data.csv,336,1,0,0
337,py_1700_data.csv,337,1,0,0
338,py_1700_data.csv,338,1,0,0
339,py_1700_data.csv,339,1,1,0
340,py_1700_data.csv,340,1,0,0
341,py_1700_data.csv,341,1,0,0
342,py_1700_data.csv,342,1,0,0
343,py_1700_data.csv,343,1,0,0
344,py_1700_data.csv,344,1,0,0
345,py_1700_data.csv,345,1,1,1
346,py_1700_data.csv,346,1,0,0
347,py_1700_data.csv,347,1,0,0
348,py_1700_data.csv,348,1,0,0
349,py_1700_data.csv,349,1,0,0
350,py_1700_data.csv,350,1,0,0
351,py_1700_data.csv,351,1,0,0
352,py_1700_data.csv,352,1,0,1
353,py_1700_data.csv,353,1,0,1
355,py_1700_data.csv,355,1,0,0
356,py_1700_data.csv,356,1,1,0
357,py_1700_data.csv,357,1,0,0
358,py_1700_data.csv,358,1,0,0
359,py_1700_data.csv,359,1,0,0
360,py_1700_data.csv,360,1,0,0
361,py_1700_data.csv,361,1,0,1
362,py_1700_data.csv,362,1,0,0
363,py_1700_data.csv,363,1,0,0
364,py_1700_data.csv,364,1,0,0
365,py_1700_data.csv,365,1,0,0
366,py_1700_data.csv,366,1,0,0
367,py_1700_data.csv,367,1,0,1
368,py_1700_data.csv,368,1,0,0
369,py_1700_data.csv,369,1,0,0
370,py_1700_data.csv,370,1,0,0
371,py_1700_data.csv,371,1,0,0
372,py_1700_data.csv,372,1,0,0
373,py_1700_data.csv,373,1,0,0
374,py_1700_data.csv,374,1,0,0
375,py_1700_data.csv,375,1,0,0
376,py_1700_data.csv,376,1,1,0
377,py_1700_data.csv,377,1,0,0
378,py_1700_data.csv,378,1,0,0
379,py_1700_data.csv,379,1,0,0
380,py_1700_data.csv,380,1,0,0
381,py_1700_data.csv,381,1,0,0
382,py_1700_data.csv,382,1,0,0
383,py_1700_data.csv,383,1,0,0
384,py_1700_data.csv,384,1,0,0
385,py_1700_data.csv,385,1,0,0
386,py_1700_data.csv,386,1,0,0
387,py_1700_data.csv,387,1,0,0
388,py_1700_data.csv,388,1,0,0
389,py_1700_data.csv,389,1,0,0
390,py_1700_data.csv,390,1,0,1
391,py_1700_data.csv,391,1,0,0
392,py_1700_data.csv,392,1,1,0
393,py_1700_data.csv,393,1,0,0
394,py_1700_data.csv,394,1,0,0
395,py_1700_data.csv,395,1,0,0
396,py_1700_data.csv,396,1,0,1
397,py_1700_data.csv,397,1,1,1
398,py_1700_data.csv,398,1,0,0
399,py_1700_data.csv,399,1,0,0
400,py_1700_data.csv,400,1,0,0
401,py_1700_data.csv,401,1,0,0
402,py_1700_data.csv,402,1,0,0
403,py_1700_data.csv,403,1,0,1
404,py_1700_data.csv,404,1,0,1
405,py_1700_data.csv,405,1,0,0
406,py_1700_data.csv,406,1,0,0
407,py_1700_data.csv,407,1,0,0
408,py_1700_data.csv,408,1,0,0
409,py_1700_data.csv,409,1,0,1
410,py_1700_data.csv,410,1,0,1
411,py_1700_data.csv,411,1,0,0
412,py_1700_data.csv,412,1,0,0
414,py_1700_data.csv,414,1,0,0
415,py_1700_data.csv,415,1,0,0
416,py_1700_data.csv,416,1,0,0
417,py_1700_data.csv,417,1,0,1
418,py_1700_data.csv,418,1,0,0
419,py_1700_data.csv,419,1,0,0
420,py_1700_data.csv,420,1,0,0
421,py_1700_data.csv,421,1,0,0
422,py_1700_data.csv,422,1,0,0
423,py_1700_data.csv,423,1,0,0
424,py_1700_data.csv,424,1,0,0
425,py_1700_data.csv,425,1,0,0
426,py_1700_data.csv,426,1,0,0
427,py_1700_data.csv,427,1,0,0
428,py_1700_data.csv,428,1,0,0
429,py_1700_data.csv,429,1,0,1
430,py_1700_data.csv,430,1,0,0
431,py_1700_data.csv,431,1,1,0
432,py_1700_data.csv,432,1,0,0
433,py_1700_data.csv,433,1,1,0
434,py_1700_data.csv,434,1,0,0
435,py_1700_data.csv,435,1,0,0
436,py_1700_data.csv,436,1,0,0
437,py_1700_data.csv,437,1,1,0
438,py_1700_data.csv,438,1,0,0
439,py_1700_data.csv,439,1,1,0
440,py_1700_data.csv,440,1,0,0
441,py_1700_data.csv,441,1,0,0
442,py_1700_data.csv,442,1,0,0
443,py_1700_data.csv,443,1,0,0
444,py_1700_data.csv,444,1,1,0
445,py_1700_data.csv,445,1,0,0
446,py_1700_data.csv,446,1,0,0
447,py_1700_data.csv,447,1,0,0
448,py_1700_data.csv,448,1,0,0
449,py_1700_data.csv,449,1,0,0
450,py_1700_data.csv,450,1,0,0
451,py_1700_data.csv,451,1,1,0
452,py_1700_data.csv,452,1,0,0
453,py_1700_data.csv,453,1,0,0
454,py_1700_data.csv,454,1,0,0
455,py_1700_data.csv,455,1,0,0
456,py_1700_data.csv,456,1,0,0
457,py_1700_data.csv,457,1,0,0
458,py_1700_data.csv,458,1,0,1
459,py_1700_data.csv,459,1,0,0
460,py_1700_data.csv,460,1,0,0
461,py_1700_data.csv,461,1,0,0
462,py_1700_data.csv,462,1,0,0
463,py_1700_data.csv,463,1,0,0
465,py_1700_data.csv,465,1,0,0
466,py_1700_data.csv,466,1,0,0
467,py_1700_data.csv,467,1,0,0
468,py_1700_data.csv,468,1,0,0
470,py_1700_data.csv,470,1,0,0
471,py_1700_data.csv,471,1,0,0
472,py_1700_data.csv,472,1,1,1
473,py_1700_data.csv,473,1,0,0
474,py_1700_data.csv,474,1,0,1
475,py_1700_data.csv,475,1,0,1
476,py_1700_data.csv,476,1,0,0
477,py_1700_data.csv,477,1,0,1
478,py_1700_data.csv,478,1,0,0
479,py_1700_data.csv,479,1,0,0
480,py_1700_data.csv,480,1,0,0
481,py_1700_data.csv,481,1,0,0
482,py_1700_data.csv,482,1,0,0
483,py_1700_data.csv,483,1,0,0
484,py_1700_data.csv,484,1,0,0
485,py_1700_data.csv,485,1,0,0
486,py_1700_data.csv,486,1,0,0
487,py_1700_data.csv,487,1,0,0
488,py_1700_data.csv,488,1,0,1
489,py_1700_data.csv,489,1,0,0
490,py_1700_data.csv,490,1,0,1
491,py_1700_data.csv,491,1,0,0
492,py_1700_data.csv,492,1,0,0
493,py_1700_data.csv,493,1,0,0
494,py_1700_data.csv,494,1,0,0
495,py_1700_data.csv,495,1,0,0
496,py_1700_data.csv,496,1,0,0
497,py_1700_data.csv,497,1,0,1
498,py_1700_data.csv,498,1,0,0
499,py_1700_data.csv,499,1,0,0
500,py_1700_data.csv,500,1,0,1
501,py_1700_data.csv,501,1,1,0
502,py_1700_data.csv,502,1,0,0
503,py_1700_data.csv,503,1,0,0
504,py_1700_data.csv,504,1,0,0
505,py_1700_data.csv,505,1,0,0
506,py_1700_data.csv,506,1,0,1
507,py_1700_data.csv,507,1,0,0
508,py_1700_data.csv,508,1,0,0
509,py_1700_data.csv,509,1,0,0
510,py_1700_data.csv,510,1,1,0
511,py_1700_data.csv,511,1,0,0
512,py_1700_data.csv,512,1,0,0
513,py_1700_data.csv,513,1,0,0
514,py_1700_data.csv,514,1,0,0
515,py_1700_data.csv,515,1,0,1
516,py_1700_data.csv,516,1,0,0
517,py_1700_data.csv,517,1,0,0
518,py_1700_data.csv,518,1,0,0
519,py_1700_data.csv,519,1,0,0
520,py_1700_data.csv,520,1,0,0
521,py_1700_data.csv,521,1,0,0
522,py_1700_data.csv,522,1,1,0
523,py_1700_data.csv,523,1,0,1
524,py_1700_data.csv,524,1,1,0
525,py_1700_data.csv,525,1,0,0
526,py_1700_data.csv,526,1,1,0
527,py_1700_data.csv,527,1,0,0
528,py_1700_data.csv,528,1,0,0
529,py_1700_data.csv,529,1,0,0
530,py_1700_data.csv,530,1,0,0
531,py_1700_data.csv,531,1,0,0
532,py_1700_data.csv,532,1,0,1
533,py_1700_data.csv,533,1,0,0
534,py_1700_data.csv,534,1,0,0
535,py_1700_data.csv,535,1,0,0
536,py_1700_data.csv,536,1,0,0
538,py_1700_data.csv,538,1,0,0
539,py_1700_data.csv,539,1,0,0
540,py_1700_data.csv,540,1,0,1
541,py_1700_data.csv,541,1,1,0
542,py_1700_data.csv,542,1,0,0
543,py_1700_data.csv,543,1,0,0
544,py_1700_data.csv,544,1,0,0
545,py_1700_data.csv,545,1,0,0
546,py_1700_data.csv,546,1,0,0
547,py_1700_data.csv,547,1,0,0
548,py_1700_data.csv,548,1,0,0
549,py_1700_data.csv,549,1,1,0
550,py_1700_data.csv,550,1,0,0
551,py_1700_data.csv,551,1,0,0
552,py_1700_data.csv,552,1,0,0
553,py_1700_data.csv,553,1,0,0
554,py_1700_data.csv,554,1,1,0
555,py_1700_data.csv,555,1,0,0
556,py_1700_data.csv,556,1,0,1
557,py_1700_data.csv,557,1,0,1
558,py_1700_data.csv,558,1,0,0
561,py_1700_data.csv,561,1,0,0
562,py_1700_data.csv,562,1,0,0
563,py_1700_data.csv,563,1,1,0
563,py_1700_data.csv,563,1,1,0
564,py_1700_data.csv,564,1,0,0
565,py_1700_data.csv,565,1,0,0
566,py_1700_data.csv,566,1,0,0
567,py_1700_data.csv,567,1,0,0
568,py_1700_data.csv,568,1,0,0
569,py_1700_data.csv,569,1,0,0
570,py_1700_data.csv,570,1,0,0
571,py_1700_data.csv,571,1,0,0
572,py_1700_data.csv,572,1,0,0
573,py_1700_data.csv,573,1,1,1
574,py_1700_data.csv,574,1,0,0
576,py_1700_data.csv,576,1,0,0
577,py_1700_data.csv,577,1,1,1
578,py_1700_data.csv,578,1,0,0
579,py_1700_data.csv,579,1,0,0
580,py_1700_data.csv,580,1,1,0
581,py_1700_data.csv,581,1,0,0
582,py_1700_data.csv,582,1,0,0
583,py_1700_data.csv,583,1,0,1
584,py_1700_data.csv,584,1,0,0
585,py_1700_data.csv,585,1,0,0
586,py_1700_data.csv,586,1,0,1
587,py_1700_data.csv,587,1,0,0
588,py_1700_data.csv,588,1,0,0
589,py_1700_data.csv,589,1,0,0
590,py_1700_data.csv,590,1,0,0
591,py_1700_data.csv,591,1,0,0
592,py_1700_data.csv,592,1,0,0
593,py_1700_data.csv,593,1,0,0
594,py_1700_data.csv,594,1,0,0
595,py_1700_data.csv,595,1,0,0
596,py_1700_data.csv,596,1,0,0
597,py_1700_data.csv,597,1,0,0
598,py_1700_data.csv,598,1,0,0
599,py_1700_data.csv,599,1,1,0
600,py_1700_data.csv,600,1,0,0
602,py_1700_data.csv,602,1,0,0
603,py_1700_data.csv,603,1,0,0
604,py_1700_data.csv,604,1,0,0
605,py_1700_data.csv,605,1,0,0
606,py_1700_data.csv,606,1,0,0
607,py_1700_data.csv,607,1,0,0
608,py_1700_data.csv,608,1,0,0
609,py_1700_data.csv,609,1,1,0
610,py_1700_data.csv,610,1,0,0
611,py_1700_data.csv,611,1,0,0
612,py_1700_data.csv,612,1,0,0
613,py_1700_data.csv,613,1,0,0
614,py_1700_data.csv,614,1,1,1
615,py_1700_data.csv,615,1,0,0
616,py_1700_data.csv,616,1,0,1
617,py_1700_data.csv,617,1,0,0
618,py_1700_data.csv,618,1,0,0
619,py_1700_data.csv,619,1,0,0
620,py_1700_data.csv,620,1,0,0
621,py_1700_data.csv,621,1,0,0
622,py_1700_data.csv,622,1,0,0
623,py_1700_data.csv,623,1,0,0
624,py_1700_data.csv,624,1,0,0
625,py_1700_data.csv,625,1,0,0
626,py_1700_data.csv,626,1,0,0
627,py_1700_data.csv,627,1,0,0
628,py_1700_data.csv,628,1,0,0
629,py_1700_data.csv,629,1,0,0
630,py_1700_data.csv,630,1,1,0
631,py_1700_data.csv,631,1,0,0
632,py_1700_data.csv,632,1,1,0
633,py_1700_data.csv,633,1,0,0
634,py_1700_data.csv,634,1,0,0
635,py_1700_data.csv,635,1,0,1
636,py_1700_data.csv,636,1,0,0
637,py_1700_data.csv,637,1,1,0
639,py_1700_data.csv,639,1,0,0
640,py_1700_data.csv,640,1,0,0
641,py_1700_data.csv,641,1,0,0
642,py_1700_data.csv,642,1,0,1
643,py_1700_data.csv,643,1,0,1
645,py_1700_data.csv,645,1,0,0
646,py_1700_data.csv,646,1,0,0
647,py_1700_data.csv,647,1,1,0
648,py_1700_data.csv,648,1,0,0
649,py_1700_data.csv,649,1,0,0
650,py_1700_data.csv,650,1,0,0
651,py_1700_data.csv,651,1,0,0
652,py_1700_data.csv,652,1,0,0
653,py_1700_data.csv,653,1,0,0
655,py_1700_data.csv,655,1,0,0
656,py_1700_data.csv,656,1,0,0
657,py_1700_data.csv,657,1,0,1
658,py_1700_data.csv,658,1,0,0
659,py_1700_data.csv,659,1,1,0
660,py_1700_data.csv,660,1,0,1
661,py_1700_data.csv,661,1,0,1
663,py_1700_data.csv,663,1,1,0
664,py_1700_data.csv,664,1,0,0
665,py_1700_data.csv,665,1,1,1
666,py_1700_data.csv,666,1,0,0
667,py_1700_data.csv,667,1,0,0
668,py_1700_data.csv,668,1,0,0
669,py_1700_data.csv,669,1,0,0
670,py_1700_data.csv,670,1,0,0
671,py_1700_data.csv,671,1,0,0
672,py_1700_data.csv,672,1,0,0
673,py_1700_data.csv,673,1,0,0
674,py_1700_data.csv,674,1,0,0
675,py_1700_data.csv,675,1,0,0
676,py_1700_data.csv,676,1,0,0
678,py_1700_data.csv,678,1,0,0
679,py_1700_data.csv,679,1,0,0
680,py_1700_data.csv,680,1,0,0
681,py_1700_data.csv,681,1,0,0
682,py_1700_data.csv,682,1,0,1
683,py_1700_data.csv,683,1,0,0
684,py_1700_data.csv,684,1,0,0
685,py_1700_data.csv,685,1,0,0
686,py_1700_data.csv,686,1,0,0
687,py_1700_data.csv,687,1,0,0
688,py_1700_data.csv,688,1,0,0
689,py_1700_data.csv,689,1,0,0
690,py_1700_data.csv,690,1,0,0
691,py_1700_data.csv,691,1,0,0
692,py_1700_data.csv,692,1,0,0
693,py_1700_data.csv,693,1,0,0
694,py_1700_data.csv,694,1,0,0
695,py_1700_data.csv,695,1,0,0
696,py_1700_data.csv,696,1,0,1
697,py_1700_data.csv,697,1,0,0
698,py_1700_data.csv,698,1,0,1
699,py_1700_data.csv,699,1,0,0
700,py_1700_data.csv,700,1,0,0
701,py_1700_data.csv,701,1,1,0
702,py_1700_data.csv,702,1,0,0
703,py_1700_data.csv,703,1,1,0
704,py_1700_data.csv,704,1,1,0
705,py_1700_data.csv,705,1,1,1
706,py_1700_data.csv,706,1,0,0
707,py_1700_data.csv,707,1,0,1
708,py_1700_data.csv,708,1,0,0
709,py_1700_data.csv,709,1,0,0
710,py_1700_data.csv,710,1,0,1
711,py_1700_data.csv,711,1,0,0
712,py_1700_data.csv,712,1,0,0
713,py_1700_data.csv,713,1,1,0
714,py_1700_data.csv,714,1,0,0
715,py_1700_data.csv,715,1,0,0
717,py_1700_data.csv,717,1,0,0
718,py_1700_data.csv,718,1,1,0
719,py_1700_data.csv,719,1,0,0
720,py_1700_data.csv,720,1,1,0
721,py_1700_data.csv,721,1,0,0
722,py_1700_data.csv,722,1,1,0
723,py_1700_data.csv,723,1,0,0
724,py_1700_data.csv,724,1,0,1
725,py_1700_data.csv,725,1,0,0
726,py_1700_data.csv,726,1,1,0
728,py_1700_data.csv,728,1,0,0
730,py_1700_data.csv,730,1,0,0
731,py_1700_data.csv,731,1,0,0
732,py_1700_data.csv,732,1,0,0
733,py_1700_data.csv,733,1,0,1
734,py_1700_data.csv,734,1,0,0
735,py_1700_data.csv,735,1,0,0
736,py_1700_data.csv,736,1,0,0
737,py_1700_data.csv,737,1,0,1
738,py_1700_data.csv,738,1,0,0
